4300.1892147588	50523.6610004	39.61607715	2.895124983
4300.2227851192	50565.58427686	45.67400128	2.572432446
4300.231940672	50572.21594897	38.81344035	2.596433739
4300.3540147099	50575.9910886	36.30176702	2.614105923
4300.7934812464	50552.8214362	41.20303964	2.666284159
4300.8026367992	50530.18890957	59.62401196	2.849259819
4300.9094515824	50558.26593829	87.755974	2.821840225
4301.049836726	50510.94088565	18.90621662	2.96498997
4301.068147832	50551.6830958	14.45661794	2.814048276
4301.199377422	50535.32212287	24.71999268	2.857846135
4301.672414319	50550.0900296	84.48438978	2.823246075
4301.690725425	50554.80208747	57.62810144	2.620092471
4301.754814295	50571.85277871	66.24347667	2.598909589
4301.852473525	50584.16089358	97.67754143	2.884311225
4301.947080905	50530.15533921	24.631489	2.886470813
4301.96539201	50581.55766472	66.92709128	2.63639599
4302.023377178	50549.72685934	97.87285989	2.893747413
4302.047791986	50503.808709983	31.4065981	2.978268058
4302.12714011	50505.206457717	11.69469283	2.983827283
4302.154606769	50526.99362163	78.53938414	2.898662621
4302.188177129	50579.13449507	26.47785882	2.674277718
4302.243110446	50563.19772942	32.79213843	2.639925598
4302.307199316	50583.76720481	26.37714774	2.684946639
4302.420117801	50559.2730491	18.60103153	2.758664339
4302.426221503	50532.68532365	71.73986023	2.854939233
4302.471999268	50503.848384045	46.71773431	2.972673295
4302.548295541	50568.33094272	68.53236488	2.612131665
4302.642902921	50552.98623615	20.57252724	2.77436553
4302.713095492	50524.13708914	94.43037202	2.935736731
4302.862636189	50551.5457625	14.9815363	2.810902637
4303.039643544	50527.41477706	48.69838557	2.867611705
4303.390606403	50505.298013245	25.75457015	2.98015383
4303.530991546	50525.14114811	45.27420881	2.885438105
4303.662221137	50539.2834254	42.50923185	2.776744309
4303.662221137	50540.66286203	63.09091464	2.767078706
4303.744621113	50585.75701163	8.682515946	2.789041234
4303.8636433	50576.43665883	61.88543352	2.548724079
4304.052858058	50541.61198767	53.33109531	2.738430847
4304.205450606	50528.88882107	6.662190619	2.929862651
4304.419080172	50503.457747124	10.73946348	2.99181794
4304.470961638	50554.42976165	78.92391736	2.759148084
4304.519791253	50534.12274545	81.12125004	2.876781868
4304.577776421	50504.013183996	17.31315043	2.988974882
4304.614398633	50566.56086917	28.57448042	2.647068684
4304.620502335	50575.56382946	34.51033052	2.587708643
4304.873805963	50533.90911588	29.60600604	2.855368704
4304.962309641	50591.13742485	56.26392407	2.624583121
4304.983672597	50500.524918363	19.78514969	2.995686386
4305.001983703	50535.58458205	73.6014893	2.843309052
4305.001983703	50599.36216315	9.442426832	2.808007543
4305.139316996	50519.92553484	35.53575243	2.926747972
4305.188146611	50529.77996155	64.59242531	2.859904383
4305.285805841	50534.766686	31.76061281	2.843677542
4305.37736137	50544.08093509	85.68987091	2.854352893
4305.398724326	50537.35770745	84.58204901	2.876192762
4305.413983581	50546.65974914	9.814752647	2.855116336
4305.6367687	50541.34952849	26.33747368	2.814959397
4305.813776055	50545.43595691	41.50517289	2.709266303
4305.899227882	50596.85048982	26.34662923	2.726761592
4305.932798242	50585.8394116	35.52354503	2.612875661
4305.95721305	50591.7874691	62.20892972	2.652871572
4306.057924131	50553.1510361	79.83336894	2.771069569
4306.076235237	50508.832056642	32.81655324	2.97343906
4306.265449995	50564.01867733	99.77721488	2.897622897
4306.292916654	50573.14981536	2.636799219	2.818373613
4306.366161077	50596.10278634	21.93975646	2.743321093
4306.497390667	50592.35511338	89.5290994	2.863321911
4306.582842494	50545.80828272	80.16296884	2.813516943
4306.906338694	50535.79821162	97.49748222	2.924222063
4306.909390545	50583.88927885	28.27845088	2.650269153
4307.019257179	50587.09982604	90.24323252	2.857489734
4307.034516434	50564.8792993	39.67406232	2.522830797
4307.159642323	50586.23004852	54.20697653	2.548439793
4307.306131169	50557.40531632	2.047791986	2.851370809
4307.522812586	50520.80751976	48.10022279	2.916906015
4307.562486648	50543.15622425	56.49891659	2.709133091
4307.684560686	50539.54283273	3.18918424	2.906252991
4307.782219916	50522.37617115	71.07455672	2.91541702
4307.864619892	50516.61122471	85.58000427	2.949972558
4308.200323496	50562.82540361	10.44953764	2.792070493
4308.371227149	50531.35776849	16.08630634	2.909808114
4308.380382702	50530.15839106	96.63991211	2.935201677
4308.450575274	50510.64790796	48.60683004	2.965170622
4308.621478927	50519.66307566	38.93551439	2.933061021
4308.774071474	50554.24359874	62.31269265	2.569243933
4308.853419599	50572.54860073	94.31134983	2.872900553
4309.012115848	50579.76928007	69.66154973	2.597256038
4309.393597217	50506.323435163	85.75701163	2.97462834
4309.524826807	50573.26883755	53.4501175	2.386310416
4309.549241615	50520.17273476	0.466933195	2.972046271
4309.62858974	50526.21539964	17.16360973	2.933668211
4309.653004547	50560.2313303	6.933805353	2.820642808
4309.720145268	50524.87258522	36.83889279	2.908972682
4309.857478561	50548.39320048	17.04763939	2.815624295
4309.988708151	50506.805627613	12.65907773	2.997126727
4310.09857479	50581.17007965	83.60240486	2.790526661
4310.189215	50550.079348	80.018311	5
4310.32441176	50572.59437849	59.74303415	2.397219252
4310.49226356	50546.33014924	32.64259774	2.734031497
4310.55330058	50507.834101382	13.33048494	2.996219681
4310.75472274	50587.81701102	68.83449812	2.649235021
4310.85543382	50581.91778314	14.93881039	2.739628138
4311.26438185	50582.34199042	63.55174413	2.518333363
